conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_09_30_MZT_S5,2021_09_30_MZT_S5,717.0,697.0,2021_09_30_MZT_S5_B1,Hongfu Liu,"Yeah, it should be something related to the pre intervention.","{'expand on existing idea': 'The utterance builds upon the previous discussion about early detection systems and technological advancements for identifying threats in interface areas, suggesting that these efforts should be related to pre-intervention strategies.'}",False,False,False,False,False,3,20.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,970.0,988.5,2021_09_30_MZT_S5_B2,Ana Bento,"And I'm going to force Nicole to say something because she she told us all that she was working on networks and this is where I think networks are super important and super cool for us to truly start understanding uh why some populations are indeed more susceptible than others in terms of takeoff of an epidemic, but also the crowding things that Pilar was mentioning. I think network science is is kind of at a at an awesome place in in this type of modeling to help us truly understand uh a lot of these uh ways we can actually enact uh evidence based policy by understanding uh, you know, how networks are uh composed and how they are connected globally as well. So I'm putting you on the spot just because I love network science and I'm like trying to uh collaborate more with network scientists. So I'm so sorry in advance.","[{'encourage participation': ""Ana explicitly invites Nicole to contribute to the discussion, referencing Nicole's work on networks.""}, {'expand on existing idea': 'Ana builds upon the previous discussion about transmission chains and susceptibility by suggesting that network science can help understand why some populations are more susceptible to epidemics, expanding on the idea of population susceptibility.'}, {'express enthusiasm': ""Ana expresses excitement about the potential of network science in modeling and understanding epidemic dynamics, showing enthusiasm for the field's application to the current discussion.""}]",False,False,False,False,False,3,-18.5
2021_09_30_MZT_S5,2021_09_30_MZT_S5,985.0,988.5,2021_09_30_MZT_S5_B2,Troy Clavell Sutton,nan,[{'None': 'This utterance is empty and does not convey any meaning.'}],False,False,False,False,False,3,-3.5
2021_09_30_MZT_S5,2021_09_30_MZT_S5,985.0,988.5,2021_09_30_MZT_S5_B2,Chuck Lewis,"Is there any way to get past the target species approach? Like, um, you know, rabies is my first love. So I was thinking about rabies as well, but that that one's fairly easy, all mammals.","[{'ask clarifying question': ""The speaker is asking if there's a way to move beyond focusing on specific target species in surveillance or intervention efforts, seeking a broader approach.""}, {'explain or define term or concept': 'The speaker explains that rabies is fairly easy to understand because all mammals are susceptible, providing context for the question about moving past the target species approach.'}]",False,False,False,False,False,3,-3.5
2021_09_30_MZT_S5,2021_09_30_MZT_S5,986.0,988.5,2021_09_30_MZT_S5_B2,Joyce Jose,"I can talk about my experience with the tickborn pathogens. So collaboration between experts in this field like we collaborate with people who collect ticks to see um uh you know, surveillance program sequencing, but um when you get a sequencing result out of these you know, virus infected ticks, then uh you don't really know whether it's one virus or different viruses or variants that are having different effects. And uh when we isolate viruses from them, we can see their uh growth kinetics or their uh their properties are different. Uh so so there is always difference between a group of viruses being isolated or uh sequenced versus you isolate different types of viruses and then you characterize them is uh different. I think surveillance should not end there, we should always go for isolating pathogens and uh with their potential for creating pandemics especially.","[{'expand on existing idea': 'Building on the discussion about surveillance and its outcomes, Joyce shares her experience with tick-borne pathogens, adding details about the challenges in interpreting sequencing results and the importance of isolating and characterizing viruses to understand their potential effects.'}, {'provide supporting evidence': 'Joyce supports her argument by providing her experience with tick-borne pathogens, explaining how sequencing results alone are insufficient and how isolating and characterizing viruses reveals differences in their growth kinetics and properties.'}, {'propose decision': 'Joyce proposes that surveillance should not end with sequencing but should always include isolating pathogens to assess their potential for creating pandemics, building on the discussion about the outcomes of surveillance.'}]",True,False,False,False,True,3,-2.5
2021_09_30_MZT_S5,2021_09_30_MZT_S5,991.0,988.5,2021_09_30_MZT_S5_B2,Joyce Jose,"So I think um knowing not only the virus is there, but what virus is there? What mutation? What variants specifically? Like you can talk about tick born pathogens, mosquito born pathogens and they are there are different like we know that same type of virus is transmitted by one vector but not with another vector and what is the bottleneck of these vector specificity and that contributes to the transmission as well. So I think um knowing the virus or knowing the pathogen and its variations is important.","{'expand on existing idea': 'Building on the discussion about interventions and strategies further down the transmission chain, Joyce expands on the idea of sequencing and knowing the sequences of viruses, adding details about mutations and variants.', 'provide supporting evidence': 'Joyce provides supporting evidence by mentioning how single amino acid changes in viruses like Chikungunya can affect transmission, and how vector specificity contributes to transmission.', 'explain or define term or concept': 'Joyce explains the concept of vector specificity and its role in viral transmission, clarifying how different vectors transmit the same type of virus.', 'present new idea': ""Joyce presents the idea of focusing on sequencing and identifying virus variants as a potential intervention strategy, which hasn't been explicitly mentioned before.""}",False,False,False,False,False,3,2.5
2021_09_30_MZT_S5,2021_09_30_MZT_S5,1004.0,988.5,2021_09_30_MZT_S5_B2,Chuck Lewis,"Uh, but when you start looking at a novel pathogen like SARS, like, I mean, outside of, I mean, it's kind of my bread and butter to look at risk assessments and animal models and determine susceptibility. But outside of someone asking me, do pigs get SARS COV2 and me taking the virus and putting it into pigs and see if they get it, is there a way to narrow it down beyond, you know, just looking at our main production species one at a time. I I recall that when they did some of the receptor work for SARS COV2, I think they incorporated neural networks and AI uh into receptor binding um estimates to basically judge which species were more likely to become infected or not.","{'present new idea': 'Chuck introduces the idea of using computational methods like neural networks and AI to predict species susceptibility to novel pathogens, moving beyond traditional animal model testing, which is a novel approach not previously discussed.', 'provide supporting evidence': 'Chuck recalls the use of neural networks and AI in receptor binding estimates for SARS-CoV-2, providing evidence that such computational methods have been successfully applied to predict species susceptibility.', 'expand on existing idea': 'Chuck expands on the idea of assessing risk and susceptibility by suggesting a way to narrow down the species to test for novel pathogens, building on the previous discussion about surveillance and understanding pathogen transmission.'}",False,False,False,True,True,3,15.5
2021_09_30_MZT_S7,2021_09_30_MZT_S7,814.0,834.0,2021_09_30_MZT_S7_B1,adela,You can look.,"{'encourage participation': 'Adela is encouraging Justin to look into nematodes, following his suggestion to use viruses that naturally infect nematodes as a model system.'}",False,False,False,True,True,3,-20.0
2021_09_30_MZT_S7,2021_09_30_MZT_S7,815.0,834.0,2021_09_30_MZT_S7_B1,Sara Zimmer,You get to the viruses that infect uh Leishmania uh because we know something about about those and and uh.,"{'expand on existing idea': 'This utterance builds upon the previous discussion about using animal systems to develop a model, suggesting Leishmania as a potential system because they have some knowledge about it.'}",False,False,False,False,False,3,-19.0
2021_09_30_MZT_S7,2021_09_30_MZT_S7,820.0,834.0,2021_09_30_MZT_S7_B1,Liliana Salvador,"Um, a movement of um C Elegans or uh its space, basically is just space that occupied.","{'explain or define term or concept': 'Liliana is explaining the scale of movement in the context of C. Elegans, defining its space as the space it occupies, which is relevant to the prior question about generalizability across species.'}",False,False,False,False,False,3,-14.0
2021_09_30_MZT_S7,2021_09_30_MZT_S7,821.0,834.0,2021_09_30_MZT_S7_B1,Hannah Frank,"So, I'm coming from doing some like","{'present new idea': ""Hannah is about to introduce a new idea related to her work, as prompted by Linda's request for potential projects or areas to work on.""}",False,False,False,False,False,3,-13.0
2021_09_30_MZT_S7,2021_09_30_MZT_S7,821.0,834.0,2021_09_30_MZT_S7_B1,Lauren Charles,"Um feels important. What other things did you just I mean yeah. I mean we could just label what we have there are factors to consider. I mean I I guess I don't really know what our outcome is, right? Like were we supposed to come up with something cool? Were we supposed to just talk about animal movement and so these are the the things that we discussed were important.","[{'ask clarifying question': 'The speaker is unsure about the goal of the discussion and asks if they were supposed to come up with something specific, indicating a need for clarification on the expected outcome.'}]",False,False,False,False,False,3,-13.0
2021_09_30_MZT_S7,2021_09_30_MZT_S7,822.0,834.0,2021_09_30_MZT_S7_B1,Rebecca Garabed,"Mark, you're the next one on my screen. Do you want to jump in?","{'encourage participation': 'Rebecca is inviting Mark to participate in the discussion by sharing his association with animal movement, as she did before.'}",False,False,False,False,False,3,-12.0
